Canal 1,Canal 2,Canal 3,Canal 4,Canal 5,Canal 6,Canal 7,Canal 8,Label
0.4098784866362471,0.1030192295825187,-0.1690759540776134,0.168522668156525,-0.1541740347273612,-0.0107434965726912,0.3444212182268386,0.1690363862826429,0
0.8894684082701939,0.6736269124520852,-0.3038868884619978,-0.1085955688423468,-0.9148151919462576,-0.491135113299449,-0.3683733584911609,-0.4231866843424732,0
1.3051343534153943,1.165842951656052,-0.3744485603125038,-0.3478088918001675,-1.5131077143418574,-0.9136206636652882,-0.9054303298276086,-0.8612139200825872,0
1.598669091220191,1.550278436833349,-0.337392796822281,-0.5299090128822737,-1.8455462510451872,-1.2278150592123742,-1.1730292757855485,-1.0602208102082,0
1.728290054266117,1.8520373018785627,-0.188838569089619,-0.6599231365536159,-1.903007964909612,-1.4012062107186696,-1.1950756769805069,-1.0377960590886024,0
1.6819095813521758,2.1121399381029478,0.0285752473691059,-0.7565122163278338,-1.7687238727792307,-1.4302199459270468,-1.0863968414853489,-0.8955221375305312,0
1.483691571087542,2.3426069636399136,0.2399425678223452,-0.8334599731021182,-1.5788910341678912,-1.3437072922325644,-0.9844912315357374,-0.761835163815628,0
1.1871198568865406,2.5105892871058937,0.3698123325937402,-0.8875857809402952,-1.4630645675617708,-1.1906937025000468,-0.9797172234775036,-0.7267541283737233,0
0.858515409811071,2.557118472498612,0.3728685338294015,-0.903680360435283,-1.4932029723099334,-1.015923402257351,-1.0776625603008785,-0.8022157939708284,0
0.5619860766991478,2.433788032971304,0.2463318411948247,-0.8737161347294174,-1.66360006974963,-0.8402380860923188,-1.2079774758723951,-0.9289971906322136,0
0.3508019851852614,2.137407616053564,0.0237732759187773,-0.8143594675755575,-1.9030588457370163,-0.6622673353537806,-1.272093944683291,-1.0239319104852225,0
0.2595161792605844,1.7265841195368663,-0.2367645071308766,-0.7674112093858195,-2.1079032446119124,-0.4800560026067626,-1.2033300143672565,-1.0339259361226505,0
0.2932493900879275,1.3098598867515507,-0.4622794562183893,-0.7818432140625867,-2.186770389941853,-0.3119822046270062,-1.0056999742488817,-0.9596038381599686,0
0.4238531327798273,1.0073704299940531,-0.5778481636792151,-0.8886422320273325,-2.107019094424878,-0.1960864904194842,-0.7501833927718267,-0.8368900737619572,0
0.6042169364305698,0.903215534026122,-0.5319118890612063,-1.0814248447856476,-1.919307169385836,-0.1673612829773688,-0.5336968712711622,-0.6975031583111779,0
0.7934504002146279,1.010953393201089,-0.3271003324582603,-1.3118048405061504,-1.7340558321258424,-0.2326780694093825,-0.4280676724451815,-0.5432241398028356,0
0.9712478663243546,1.2662519942758277,-0.0321137816570708,-1.505186529330078,-1.65235499571533,-0.3632272775612513,-0.4486333731743718,-0.3555109217530743,0
1.1310299860766435,1.5483850180664516,0.2454062419016725,-1.5957023962466113,-1.6957105078979438,-0.5076269812267233,-0.5564641289223184,-0.1316880652703885,0
1.2639281098144943,1.7233849508270729,0.4146273760828419,-1.563186082680273,-1.7904231890432445,-0.6139449472788148,-0.6882806251543301,0.0864511302109907,0
1.3517985180910637,1.695146958275332,0.4470299179771309,-1.4435983034126212,-1.8238582806113188,-0.6473638971397468,-0.7945081424813569,0.2239536332791933,0
1.375438806876224,1.4460393517058217,0.3782718214748586,-1.299311101197655,-1.7308254743020797,-0.5978500139741552,-0.8626570496571664,0.2234278593128079,0
1.3311573907051533,1.049151730050965,0.2697398584204963,-1.1716435241047385,-1.5425701918530947,-0.4795179726380429,-0.9126587597700332,0.0963296590957184,0
1.242341541903996,0.6426375944640574,0.1643415464915462,-1.0571877817904556,-1.3625871148390054,-0.3253561630595847,-0.9697049420897556,-0.071849655289587,0
1.1525980455719564,0.3722127448707633,0.0687727453444575,-0.9268581530304296,-1.2913974923248448,-0.1786325789374561,-1.0358074796462846,-0.1762089061116557,0
1.0989294067858049,0.3259968879266529,-0.0322947221657361,-0.7648475480862412,-1.356877259177412,-0.081525179671329,-1.081613808547268,-0.1721682245456304,0
1.0836166058000862,0.4948343027662072,-0.1484595011124834,-0.5892386002023561,-1.4975517215226832,-0.0645480921684014,-1.0646630633882002,-0.1190352425785069,0
1.069919304259308,0.780527228896791,-0.2661207626342146,-0.4409492760712117,-1.6069108937543677,-0.140415529769361,-0.959929370667346,-0.1463901862377431,0
1.008351239042221,1.0483765036579686,-0.3546574456388429,-0.3601746094711514,-1.6047719637156277,-0.3002615364401308,-0.7793321495304665,-0.3610249447564488,0
0.8751568231982719,1.1958533705899694,-0.3917094014012662,-0.3729258393729028,-1.484707837505504,-0.5083590052464573,-0.5682080315237639,-0.7623192092256632,0
0.6946790357438141,1.2004763269596437,-0.3866971253356019,-0.4881047318440315,-1.3069505207328642,-0.6996374559645453,-0.3854563328036106,-1.2296587520693596,0
0.5277891827837797,1.1212266649981304,-0.3795500165756427,-0.6913743339728013,-1.1487584941369278,-0.7917486504883514,-0.2789480879650117,-1.590633001342339,0
0.4323857270447313,1.0543255281094297,-0.4117065053546501,-0.935118309258841,-1.055044007505364,-0.7165930797848266,-0.2628132124944504,-1.7199160154768536,0
0.4233554820577582,1.0725385909630136,-0.4929965518119799,-1.1441866445032491,-1.0253170648619,-0.4571296474719059,-0.3064923270307023,-1.6006309228422608,0
0.4600498381910012,1.1875857793628302,-0.5910674834007199,-1.250473027610573,-1.0359947384669184,-0.0624318874201317,-0.3492047291531333,-1.3137167437241624,0
0.468458626184996,1.3560695655475523,-0.6471563570903955,-1.2354974316882676,-1.0676736659675106,0.3747835646462121,-0.33756215517787,-0.9768730467638446,0
